CO_EXPEDIENTE,NU_PROCESSO,NU_ACAO,NU_GRUPO_ASSUNTO,NU_ASSUNTO
26.000.02796/2018,00100821820185150099,54,47,"[138, 176, 531]"
26.000.02870/2017,00118811520165150084,54,998,"[50, 52, 66, 153, 335, 414, 444, 531]"
26.000.02899/2017,00126845120165150034,203,50,"[63, 507, 586, 621, 706]"
26.000.02978/2018,00126295420175150135,54,75,"[7, 8, 63, 508, 527, 531, 621, 706]"
26.000.02979/2018,00127602920175150135,54,75,"[63, 508, 527, 531]"
26.000.02980/2018,00122328220175150009,54,75,"[63, 508, 527, 531, 621, 705]"
26.000.02983/2018,00121297520175150009,54,62,"[20, 507, 531]"
26.000.02984/2018,00118975420175150012,54,998,"[50, 531, 617]"
26.000.02987/2017,00104555320175150012,54,48,"[176, 531, 540]"
26.000.02990/2017,00101313620175150118,54,47,"[50, 138, 176, 531]"
26.000.02991/2017,00125728120165150099,54,47,"[138, 176, 531]"
26.000.02992/2017,00103908920175150131,54,47,"[138, 176, 531]"
26.000.02993/2017,00120345020165150051,54,48,"[176, 531, 540]"
26.000.02994/2017,00118436220165150129,54,47,"[138, 176, 531]"
26.000.02995/2017,00107560820165150053,54,48,"[176, 531, 540]"
26.000.02996/2017,00118236720165150001,54,47,"[50, 138, 176, 531]"
26.000.02999/2017,00122833420165150137,54,48,"[176, 531, 540]"
26.000.03000/2017,00115607320165150053,54,47,"[138, 176, 531]"
26.000.03001/2017,00125397420165150137,54,47,"[138, 176, 531]"
26.000.03001/2018,00105701620175150096,237,54,"[20, 527, 531]"
26.000.03002/2017,00117457320165150001,54,47,"[138, 176, 531]"
26.000.03003/2017,00123147820165150129,54,47,"[138, 176, 531]"
26.000.03004/2017,00120613320165150051,54,48,"[176, 531, 540]"
26.000.03005/2017,00118972520165150130,54,47,"[138, 176, 531]"
26.000.03007/2017,00123692920165150129,54,47,"[138, 176, 531]"
26.000.03019/2017,00119184320165150116,54,47,"[138, 176, 531]"
26.000.03020/2017,00127207520165150137,54,48,"[176, 531, 540]"
26.000.03026/2017,00129118720165150051,54,48,"[176, 531, 540]"
26.000.03027/2017,00124800720165150131,54,47,"[138, 176, 531]"
26.000.03028/2017,00104974120175150097,54,78,"[52, 153, 414, 444, 531]"
26.000.03029/2017,00100363420175150141,54,54,"[63, 507, 508, 527, 531, 621, 705, 706, 709]"
26.000.03030/2017,00101382120175150088,54,54,"[63, 508, 527, 531, 621, 706]"
26.000.03031/2017,00118624120165150041,54,51,"[63, 436, 508, 527, 531, 621, 705, 706]"
26.000.03032/2017,00101295920175150088,54,54,"[57, 63, 436, 508, 527, 531, 621, 706, 709]"
26.000.03033/2017,00101312920175150088,54,75,"[63, 508, 527, 531, 621, 705, 706, 709]"
26.000.03034/2017,00101321420175150088,54,54,"[63, 436, 508, 527, 531, 621, 706, 709]"
26.000.03035/2017,00101339620175150088,54,54,"[63, 506, 508, 527, 621, 705, 706, 709]"
26.000.03036/2017,00101486520175150088,54,51,"[63, 436, 506, 507, 508, 527, 621, 706]"
26.000.03036/2018,00104845120175150094,54,47,"[50, 138, 176, 531]"
26.000.03037/2017,00101884720175150088,54,50,"[63, 96, 507, 508, 527, 531, 586, 706, 929]"
26.000.03037/2018,00116317120175150140,54,49,"[9, 63, 409, 506, 513, 531, 585, 929]"
26.000.03038/2017,00100553320175150014,54,73,"[50, 340, 414, 523, 531]"
26.000.03038/2018,00107538720175150095,54,46,"[63, 531, 929]"
26.000.03039/2017,00101999820175150016,54,51,"[63, 436, 531, 929]"
26.000.03039/2018,00125636820175150137,54,48,"[176, 531, 540]"
26.000.03040/2017,00103655120175150010,54,50,"[63, 340, 506, 531, 586, 929, 930]"
26.000.03040/2018,00109400920175150059,54,54,"[63, 527, 531, 709]"
26.000.03041/2017,00100684220175150140,54,998,"[20, 27, 121, 417, 507]"
26.000.03041/2018,00108880220175150095,54,47,"[50, 138, 176, 531]"
26.000.03042/2017,00123094620165150003,54,47,"[65, 138, 176, 531]"
26.000.03042/2018,00123242120175150022,54,51,"[63, 436, 506, 531, 929]"
26.000.03043/2017,00111387520165150093,54,47,"[65, 138, 176, 531]"
26.000.03043/2018,00114564920175150020,54,58,"[63, 506, 531]"
26.000.03044/2018,00124775420175150022,54,54,"[63, 527, 531]"
26.000.03046/2018,00114166720175150020,54,47,"[138, 176, 531]"
26.000.03047/2018,00109851320175150059,54,75,"[63, 508, 531]"
26.000.03048/2018,00115084520175150020,54,51,"[63, 436, 506, 507, 508, 531, 705, 929]"
26.000.03050/2018,00104268520175150114,54,47,"[65, 138, 176, 531]"
26.000.03085/2018,00126826920175150059,54,75,"[63, 508, 531]"
26.000.03086/2018,00116248520175150041,54,75,"[63, 508, 531]"
26.000.03088/2018,00116423920175150128,54,46,"[63, 527, 531, 705, 929]"
26.000.03089/2018,00120543920175150105,54,75,"[24, 63, 508, 531, 705]"
26.000.03092/2018,00120560920175150105,54,75,"[63, 506, 508, 527, 531, 706]"
26.000.03094/2018,00106412120175150095,54,47,"[50, 138, 176, 531]"
26.000.03095/2018,00100443420185150122,54,47,"[50, 138, 176, 531]"
26.000.03097/2018,00118744820175150129,54,75,"[63, 508, 531]"
26.000.03102/2018,00120996720175150097,54,47,"[138, 176, 531]"
26.000.03103/2018,00121069620175150020,54,47,"[138, 176, 531]"
26.000.03104/2018,00100298420185150051,54,47,"[138, 176, 531]"
26.000.03111/2017,00123419520165150053,54,47,"[138, 176, 531]"
26.000.03166/2018,00121637820175150032,54,73,"[50, 340, 414, 523, 531]"
26.000.03168/2018,00121124220175150105,54,75,"[24, 50, 63, 508, 527, 531]"
26.000.03170/2018,00127346520175150059,54,75,"[63, 508, 531]"
26.000.03171/2018,00127355020175150059,54,75,"[63, 508, 531]"
26.000.03175/2018,00127363520175150059,54,75,"[63, 508, 531]"
26.000.03182/2018,00116732920175150041,54,75,"[63, 508, 531]"
26.000.03184/2018,00114568320175150138,54,75,"[63, 508, 531]"
26.000.03185/2018,00108993520175150126,54,46,"[63, 527, 531, 929]"
26.000.03186/2018,00125837620175150002,54,75,"[63, 508, 531]"
26.000.03187/2018,00118040420175150041,54,75,"[63, 508, 527, 531, 709]"
26.000.03188/2018,00126676120165150051,54,48,"[176, 531, 540]"
26.000.03204/2018,00123736220165150001,54,47,"[50, 138, 176, 531]"
26.000.03205/2018,00116115220175150020,54,47,"[138, 176, 531]"
26.000.03206/2018,00116123720175150020,54,47,"[138, 176, 531]"
26.000.03207/2018,00124618120175150093,54,47,"[50, 138, 176, 531]"
26.000.03208/2018,00113700520175150012,54,998,"[50, 139, 531, 617, 716]"
26.000.03214/2018,00105015520175150137,54,47,"[138, 176, 531]"
26.000.03253/2018,00125196920175150001,53,998,"[6, 7, 8, 9, 10, 15, 24, 57, 280, 506, 524, 527, 531, 585, 586, 727, 929]"
26.000.03281/2018,00107494120175150001,54,47,"[138, 176, 531]"
26.000.03283/2018,00128222020175150022,54,47,"[138, 176, 531]"
26.000.03285/2018,00127518520175150129,54,47,"[176, 531, 572]"
26.000.03286/2017,00000005722014150023,34,79,"[63, 511, 524]"
26.000.03287/2018,00126320920165150114,54,47,"[65, 138, 176, 531]"
26.000.03288/2017,00104538320175150012,54,48,"[176, 531, 540]"
26.000.03288/2018,00109027520165150012,54,48,"[176, 531, 540]"
26.000.03289/2017,00104129020175150053,54,47,"[138, 176, 531]"
26.000.03289/2018,00127398520175150092,54,47,"[50, 176, 531, 572]"
26.000.03290/2017,00110818020165150053,54,47,"[138, 176, 531]"
26.000.03290/2018,00112336520175150095,54,47,"[138, 176, 531]"
26.000.03291/2017,00112376820165150053,54,47,"[138, 176, 531]"
26.000.03291/2018,00101125720185150130,54,47,"[176, 531, 572]"
26.000.03292/2018,00110088120175150083,54,47,"[138, 176, 531]"
26.000.03296/2017,00104133720175150001,54,75,"[63, 508, 531]"
26.000.03361/2018,00109392420175150059,54,75,"[63, 508, 531]"
26.000.03365/2017,00122234220165150014,238,45,"[63, 527, 928]"
26.000.03372/2018,00125801320175150135,54,51,"[63, 436, 508, 531, 621, 705]"
26.000.03421/2018,00100661420185150148,9,75,"[508, 524, 531]"
26.000.03433/2018,00122266020175150014,54,75,"[63, 508, 531]"
26.000.03434/2018,00120052020175150130,54,46,"[63, 527, 531, 929]"
26.000.03435/2018,00114194620175150012,54,75,"[24, 63, 508, 527, 531, 621, 705]"
26.000.03437/2018,00122215620175150105,54,75,"[63, 508, 527, 531]"
26.000.03438/2018,00121741020175150032,54,54,"[63, 531, 621, 705, 706]"
26.000.03440/2018,00121793220175150032,54,75,"[24, 63, 508, 531]"
26.000.03453/2018,00130928020175150010,9,58,"[506, 524, 531, 929]"
26.000.03486/2018,00130901320175150010,9,68,"[86, 524, 531, 535]"
26.000.03525/2017,00126204720165150032,54,62,"[20, 419, 507, 531]"
26.000.03526/2017,00104362120175150053,54,47,"[138, 176, 531]"
26.000.03566/2018,00125390720175150051,54,998,"[50, 531, 617, 716]"
26.000.03567/2018,00121842120175150140,54,75,"[414, 508, 531]"
26.000.03568/2018,00121868820175150140,54,75,"[63, 508, 531]"
26.000.03569/2018,00131775520165150122,54,51,"[63, 436, 527, 531, 621, 706]"
26.000.03570/2018,00109134320175150118,54,50,"[57, 63, 506, 507, 508, 527, 531, 586, 621, 705, 706, 929]"
26.000.03571/2018,00128164220175150077,54,67,"[20, 50, 57, 121, 493, 513, 531, 536, 539, 716]"
26.000.03633/2017,00101211920175150109,54,58,"[63, 506, 531, 929]"
26.000.03635/2017,00101804420175150129,54,58,"[63, 506, 531, 929]"
26.000.03666/2018,00046255001059201781,241,54,"[524, 527]"
26.000.03673/2018,00103170820175150135,54,51,"[63, 436, 508, 531, 621, 706]"
26.000.03674/2018,00128671020175150059,54,75,"[63, 508, 531]"
26.000.03675/2018,00122278820175150032,54,51,"[63, 436, 506, 508, 531, 621, 929]"
26.000.03676/2018,00122395320175150016,54,75,"[63, 508, 531]"
26.000.03677/2018,00122177620175150086,54,51,"[63, 409, 436, 531, 705, 706]"
26.000.03687/2017,00041534520168260510,47,998,"[63, 83]"
26.000.03895/2017,00119261420165150021,54,998,"[139, 531, 617, 716]"
26.000.03896/2017,00122312420165150077,54,76,"[20, 121, 531]"
26.000.03897/2017,00103909520175150032,54,46,"[63, 506, 531, 929]"
26.000.03898/2017,00107337620165150016,54,73,"[3, 20, 340, 527, 531, 709]"
26.000.03899/2017,00123547420165150092,54,73,"[3, 20, 50, 523, 531]"
26.000.03900/2017,00101575720175150078,54,51,"[63, 436, 527, 531]"
26.000.03902/2017,00127057320165150051,54,48,"[176, 531, 540]"
26.000.03903/2017,00120535620165150051,54,48,"[176, 531, 540]"
26.000.03904/2017,00120544120165150051,54,48,"[176, 531, 540]"
26.000.03905/2017,00101878820175150047,54,48,"[176, 531, 540]"
26.000.03906/2017,00101895820175150047,54,48,"[176, 531, 540]"
26.000.03907/2017,00120726220165150051,54,48,"[176, 531, 540]"
26.000.03908/2017,00123639520165150137,54,47,"[138, 176, 531]"
26.000.03914/2017,00121697620165150111,54,48,"[176, 531, 540]"
26.000.03915/2017,00127221220165150051,54,48,"[176, 531, 540]"
26.000.03916/2017,00127870720165150051,54,48,"[176, 531, 540]"
26.000.03917/2017,00125645420165150051,54,48,"[176, 531, 540]"
26.000.03918/2017,00104376320175150131,54,47,"[138, 176, 531]"
26.000.03919/2017,00127872720165150012,54,48,"[176, 531, 540]"
26.000.03920/2017,00125742120165150012,54,48,"[176, 531, 540]"
26.000.03921/2017,00129441320165150137,54,48,"[176, 531, 540]"
26.000.03922/2017,00124444420165150137,54,48,"[176, 531, 540]"
26.000.03923/2017,00102822120175150047,54,48,"[176, 531, 540]"
26.000.03924/2017,00129485020165150137,54,48,"[176, 531, 540]"
26.000.03925/2017,00127654620165150051,54,47,"[138, 176, 531]"
26.000.03926/2017,00126127020165150129,54,47,"[138, 176, 531]"
26.000.03927/2017,00104185720175150131,54,47,"[138, 176, 531]"
26.000.03928/2017,00129675620165150137,54,48,"[176, 531, 540]"
26.000.03928/2018,00104282520185150145,54,61,"[20, 24, 531]"
26.000.03929/2017,00129468020165150137,54,48,"[176, 531, 540]"
26.000.03930/2017,00129667120165150137,54,48,"[176, 531, 540]"
26.000.03931/2017,00126020220165150137,54,48,"[176, 531, 540]"
26.000.03932/2017,00128238220165150137,54,48,"[176, 531, 540]"
26.000.03933/2017,00128324420165150137,54,48,"[176, 531, 540]"
26.000.03934/2017,00128229720165150137,54,48,"[176, 531, 540]"
26.000.03935/2017,00100165520175150137,54,47,"[138, 176, 531]"
26.000.03936/2017,00129631920165150137,54,48,"[176, 531, 540]"
26.000.03937/2017,00129476520165150137,54,48,"[176, 531, 540]"
26.000.03938/2017,00102710620175150010,54,47,"[138, 176, 531]"
26.000.03939/2017,00102195520175150092,54,47,"[138, 176, 531]"
26.000.03953/2018,00131095220175150096,54,75,"[63, 508, 527, 531, 709]"
26.000.03975/2017,00014658820164036135,47,45,"[24, 414, 527, 928]"
26.000.03975/2018,00123396820175150093,54,75,"[63, 508, 531]"
26.000.03976/2018,00124303220175150135,54,75,"[63, 508, 531]"
26.000.04037/2017,00100219220175150132,54,47,"[138, 176, 531]"
26.000.04038/2017,00100184020175150132,54,47,"[138, 176, 531]"
26.000.04039/2017,00100192520175150132,54,47,"[138, 176, 531]"
26.000.04040/2017,00100201020175150132,54,47,"[138, 176, 531]"
26.000.04063/2018,00103134220185150003,54,46,"[63, 531, 929]"
26.000.04064/2018,00123491520175150093,54,47,"[138, 176, 531]"
26.000.04066/2018,00110381820175150051,54,48,"[50, 176, 531, 540]"
26.000.04087/2017,00121591820165150051,54,48,"[176, 531, 540]"
26.000.04088/2017,00123377820165150111,54,47,"[138, 176, 531]"
26.000.04113/2018,00124207220175150010,54,54,"[50, 414, 508, 511, 527, 531, 705, 706, 709]"
26.000.04127/2017,00123100420165150012,54,48,"[50, 176, 531, 540]"
26.000.04128/2017,00103374320175150088,54,998,"[1, 19, 24, 63, 64, 75, 82, 152, 419, 498, 508, 531, 621, 706, 929]"
26.000.04130/2017,00100592720175150093,54,58,"[63, 506, 929]"
26.000.04134/2017,00123818320165150051,54,54,"[20, 527, 531, 705]"
26.000.04297/2017,00106084020175150092,54,47,"[50, 138, 176, 531]"
26.000.04298/2017,00104797020175150145,54,47,"[138, 175, 176, 531]"
26.000.04302/2017,00109697920165150096,54,50,"[20, 417, 508, 527]"
26.000.04354/2018,00114608820175150084,54,47,"[138, 176, 531]"
26.000.04356/2017,00105765120175150022,54,48,"[176, 531, 540]"
26.000.04357/2017,00106085620175150022,54,48,"[176, 531, 540]"
26.000.04358/2017,00105773620175150022,54,48,"[176, 531, 540]"
26.000.04363/2017,00100346720175150140,203,54,"[63, 340, 527]"
26.000.04424/2018,00119945720175150108,54,75,"[63, 508, 531]"
26.000.04425/2018,00117171420175150020,54,51,"[63, 409, 436, 506, 507, 508, 527, 531, 621, 705, 706, 929]"
26.000.04426/2018,00126472920175150021,54,51,"[63, 142, 436, 506, 507, 508, 531]"
26.000.04427/2018,00101447420185150126,54,998,"[531, 617, 716]"
26.000.04428/2018,00117685820175150009,54,47,"[138, 176, 531]"
26.000.04516/2018,00122811720175150109,54,75,"[63, 508, 531]"
26.000.04517/2018,00124621820175150109,54,75,"[63, 508, 531]"
26.000.04525/2017,00119066920165150135,54,79,"[50, 63, 506, 531, 928, 929]"
26.000.04526/2017,00124796820165150051,54,47,"[138, 175, 176, 531]"
26.000.04527/2017,00106537820175150016,47,998,"[50, 617]"
26.000.04528/2017,00119012720165150077,54,998,"[50, 63, 64, 82, 152, 444, 531]"
26.000.04529/2017,00129164520165150137,54,47,"[50, 138, 176, 531]"
26.000.04633/2018,00102933720185150137,54,47,"[138, 176, 531]"
26.000.04644/2017,00102492220175150147,54,998,"[19, 24, 35, 63, 75, 142, 409, 419, 506, 508, 527, 531, 535, 705, 706, 928, 929]"
26.000.04652/2017,00103831720175150093,54,47,"[138, 176]"
26.000.04721/2018,00101438820185150094,54,58,"[63, 506, 527, 531, 706]"
26.000.04870/2018,00113583220175150063,54,47,"[138, 176, 531]"
26.000.04871/2018,00104808520185150059,54,51,"[63, 436, 527, 531, 706, 929]"
26.000.04872/2018,00115244020175150071,54,75,"[20, 417, 508, 527, 531, 709]"
26.000.04874/2018,00119954220175150108,54,75,"[63, 508, 531]"
26.000.04890/2018,00125160320175150135,54,75,"[63, 508, 531]"
26.000.04923/2017,00109005320165150094,54,47,"[50, 138, 175, 176, 531]"
26.000.04929/2017,00104680320175150093,54,47,"[138, 176]"
26.000.04989/2017,00126554120164036105,47,45,"[20, 539, 928]"
26.000.05083/2017,00106151820175150129,54,47,"[138, 176, 531]"
26.000.05084/2017,00107033120175150105,54,51,"[50, 63, 436, 508, 527, 531, 705, 706]"
26.000.05160/2017,00121689720165150012,54,51,"[63, 436, 506, 507, 508, 531, 621]"
26.000.05161/2017,00102207820175150047,54,48,"[176, 531, 540]"
26.000.05162/2017,00104154120175150119,54,78,"[50, 52, 153, 414, 444, 531]"
26.000.05180/2017,00100582420175150099,54,54,"[57, 414, 507, 508, 527, 531, 621, 706, 709]"
26.000.05181/2017,00131703520165150099,54,47,"[138, 176, 531]"
26.000.05185/2017,00126885120165150111,54,47,"[138, 176, 531]"
26.000.05186/2017,00127950420165150012,54,48,"[176, 531, 540]"
26.000.05187/2017,00128176220165150012,54,48,"[176, 531, 540]"
26.000.05188/2017,00125205520165150012,54,48,"[176, 531, 540]"
26.000.05189/2017,00102121920175150139,54,47,"[138, 176, 531]"
26.000.05190/2017,00104823120175150046,54,47,"[138, 176, 531]"
26.000.05191/2017,00126046920165150137,54,48,"[176, 531, 540]"
26.000.05192/2017,00106290220175150032,54,47,"[138, 176, 531]"
26.000.05193/2017,00106684720175150016,54,47,"[138, 176, 531]"
26.000.05194/2017,00129975720165150116,54,48,"[176, 531, 540]"
26.000.05195/2017,00105030620175150111,54,48,"[176, 531, 540]"
26.000.05196/2017,00106789720175150111,54,48,"[176, 531, 540]"
26.000.05197/2017,00105013620175150111,54,48,"[176, 531, 540]"
26.000.05198/2017,00105065820175150111,54,48,"[176, 531, 540]"
26.000.05199/2017,00105022120175150111,54,48,"[176, 531, 540]"
26.000.05200/2017,00108922720175150002,54,47,"[138, 176, 531]"
26.000.05202/2017,00130001220165150116,54,48,"[176, 531, 540]"
26.000.05209/2017,00104135520165150071,54,46,"[63, 340, 506, 586, 929]"
26.000.05214/2017,00115783620165150137,54,47,"[138, 176]"
26.000.05475/2017,00113493820165150085,54,48,"[176, 531, 540]"
26.000.05536/2017,00111199020175150010,54,54,"[63, 507, 508, 527, 621, 705, 706, 709]"
26.000.05537/2017,00111943220175150010,54,54,"[63, 507, 508, 527, 621, 706, 709]"
26.000.05645/2018,00125341120175150010,54,51,"[63, 436, 531, 621, 705]"
26.000.06105/2017,00102414520175150147,54,54,"[57, 63, 409, 506, 507, 508, 527, 621, 705, 706, 709]"
26.000.06106/2017,00127499220165150051,54,998,"[50, 531, 617]"
26.000.06110/2017,00101759220175150041,54,51,"[414, 436, 508, 621]"
26.000.06111/2017,00101767720175150041,54,51,"[7, 50, 63, 436, 508, 527, 531, 621, 706]"
26.000.06112/2017,00132916320165150099,54,47,"[138, 176, 531]"
26.000.06113/2017,00125681420165150012,54,48,"[176, 531, 540]"
26.000.06114/2017,00105870820175150046,54,47,"[65, 138, 191, 531]"
26.000.06116/2017,00104505020175150135,54,51,"[50, 63, 436, 508, 523, 527, 621, 705]"
26.000.06117/2017,00106661120175150135,54,998,"[50, 139, 531, 617]"
26.000.06118/2017,00108914320175150131,9,998,"[58, 87, 524]"
26.000.06186/2017,00112965520165150021,54,47,"[230, 531]"
26.000.06187/2017,00121704020165150021,54,51,"[63, 436, 506, 507, 531, 621, 705]"
26.000.06343/2017,00000621520145150161,54,47,"[138, 176, 531]"
26.000.06345/2017,00113657920175150077,54,58,"[50, 63, 506, 527, 531, 621, 929]"
26.000.06346/2017,00114480520175150010,54,75,"[63, 508, 531]"
26.000.06347/2017,00124753120165150051,54,47,"[138, 176, 531]"
26.000.06348/2017,00128903420165150109,54,75,"[63, 508, 531]"
26.000.06349/2017,00103093920175150003,54,51,"[7, 63, 436, 508, 527, 531, 621]"
26.000.06350/2017,00102444420175150003,54,51,"[7, 63, 436, 508, 511, 531, 621, 706]"
26.000.06494/2017,00104125820175150096,54,54,"[50, 57, 63, 507, 508, 527, 531, 621, 705, 706, 709]"
26.000.06495/2017,00105241620175150132,54,47,"[138, 176, 531]"
26.000.06530/2017,00108564620175150014,9,998,"[58, 87, 524, 531]"
26.000.06532/2017,00105862020175150047,54,51,"[63, 436, 508, 527, 531, 706]"
26.000.06533/2017,00113039320165150135,54,50,"[63, 96, 531, 586, 621, 705, 706]"
26.000.06534/2017,00108043220175150020,9,998,"[58, 87, 524, 531]"
26.000.06617/2017,00126265620165150096,54,73,"[20, 50, 152, 511, 523, 531]"
26.000.06669/2017,00103679520175150147,54,47,"[138, 176, 531]"
26.000.06746/2018,00121625620175150109,54,75,"[414, 508, 531]"
26.000.06773/2018,00120794020175150109,54,75,"[63, 508, 531]"
26.000.06785/2017,00101862420175150041,54,51,"[63, 436, 508, 527, 531, 621, 705, 706]"
26.000.06786/2017,00113477220175150040,54,73,"[50, 63, 523, 531]"
26.000.06787/2017,00119278720165150121,54,62,"[20, 507, 531]"
26.000.06788/2017,00125957420165150051,54,51,"[63, 436, 507, 508, 527, 531, 621, 706, 709, 929]"
26.000.06805/2017,00110081620175150137,9,998,"[58, 87, 531]"
26.000.06806/2018,00123297320175150109,54,75,"[63, 508, 531]"
26.000.06819/2018,00122794720175150109,54,75,"[63, 508, 531]"
26.000.06829/2018,00122465720175150109,54,75,"[63, 508, 531]"
26.000.06862/2017,00127968620165150012,54,48,"[176, 531, 540]"
26.000.06863/2017,00128972620165150012,54,48,"[176, 531, 540]"
26.000.06864/2017,00128981120165150012,54,48,"[176, 531, 540]"
26.000.06865/2017,00100848320175150111,54,47,"[50, 138, 176, 531]"
26.000.06866/2017,00138871620165150077,54,47,"[138, 176, 511, 531]"
26.000.06867/2017,00109657920175150040,54,48,"[176, 531, 540]"
26.000.06868/2017,00127625720155150009,54,47,"[138, 176, 531]"
26.000.06869/2017,00108314320175150043,54,47,"[138, 176, 531]"
26.000.06870/2017,00106338420175150114,54,47,"[138, 176, 531]"
26.000.07066/2017,00110917220175150059,238,46,"[414, 507, 527, 531, 930]"
26.000.07126/2017,00123795720165150102,9,75,"[63, 508, 524, 531]"
26.000.07127/2017,00108640520175150020,9,998,"[63, 524, 705]"
26.000.07128/2017,00115858420175150010,54,54,"[63, 507, 508, 527, 531, 621, 705, 709]"
26.000.07150/2017,00101166720175150021,54,47,"[138, 176, 531]"
26.000.07255/2017,00105494920175150093,54,51,"[57, 63, 436, 506, 508, 531, 621, 929]"
26.000.07256/2017,00103485920175150060,54,51,"[414, 436, 508, 531, 621]"
26.000.07257/2017,00109311320175150038,54,58,"[50, 63, 506, 531, 929]"
26.000.07258/2017,00104914920165150071,54,48,"[176, 531, 540]"
26.000.07259/2017,00101389120175150097,54,47,"[138, 176, 531]"
26.000.07260/2017,00110525620175150130,54,47,"[176, 531, 933]"
26.000.07284/2017,00108176420175150009,9,998,"[58, 87, 524, 531]"
26.000.07305/2017,00106542620175150093,54,47,"[138, 176, 531]"
26.000.07319/2017,00104398220175150147,54,51,"[63, 436, 506, 507, 508, 527, 531, 621, 706]"
26.000.07320/2017,00100736420175150140,203,73,"[3, 50, 63, 523, 716]"
26.000.07612/2017,00107751920175150137,9,51,"[50, 63, 436, 524, 531, 621]"
26.000.07613/2017,00101853820175150009,54,51,"[50, 63, 436, 507, 508, 523, 531, 621, 705, 706, 929]"
26.000.07614/2017,00103468920175150060,54,47,"[138, 176, 531]"
26.000.07615/2017,00130271520165150077,54,51,"[63, 436, 508, 531, 621]"
26.000.07616/2017,00104973620175150034,54,78,"[50, 52, 340, 414, 444, 531]"
26.000.07617/2017,00130687920165150077,54,998,"[20, 121, 493, 531]"
26.000.07618/2017,00106357020175150141,54,50,"[414, 527, 531, 586, 706]"
26.000.07619/2017,00104856020175150086,54,62,"[20, 121, 417, 507, 531]"
26.000.07636/2017,00108066320175150032,54,46,"[63, 340, 531, 929]"
26.000.07639/2018,00114383020175150084,9,54,"[524, 527, 531, 705]"
26.000.07658/2017,00104021220175150129,54,75,"[63, 508, 531]"
26.000.07673/2017,00104039420175150129,54,998,"[63, 527, 531, 705]"
26.000.07674/2017,00126663320165150130,54,46,"[63, 506, 531, 929]"
26.000.07675/2017,00100448320175150020,54,47,"[138, 176, 531]"
26.000.07676/2017,00104761120165150094,54,47,"[138, 176, 531]"
26.000.07677/2017,00125762520165150130,54,47,"[138, 176, 531]"
26.000.07678/2017,00105236820165150131,54,47,"[138, 176, 531]"
26.000.07679/2017,00106736620175150114,54,47,"[138, 176, 531]"
26.000.07680/2017,00108365620175150046,54,48,"[176, 531, 540]"
26.000.07681/2017,00106048020175150131,54,47,"[138, 176, 531]"
26.000.07682/2017,00106054720175150137,54,48,"[176, 531, 540]"
26.000.07682/2018,00125454020175150010,54,58,"[63, 506, 507, 508, 531, 621, 706, 709]"
26.000.07684/2018,00102618220185150088,54,47,"[138, 176, 531]"
26.000.07691/2017,00122304420165150043,54,47,"[138, 176, 531]"
26.000.07692/2017,00113690220165150094,54,47,"[138, 176, 531]"
26.000.07693/2017,00128607620165150051,54,48,"[176, 531, 540]"
26.000.07694/2017,00118333920165150122,54,47,"[138, 176, 531]"
26.000.07695/2017,00109249420175150046,54,48,"[176, 531, 540]"
26.000.07696/2017,00124503520165150013,54,47,"[65, 138, 176, 191, 531]"
26.000.07697/2017,00118011820165150095,54,47,"[138, 176, 531]"
26.000.07698/2017,00108876720175150046,54,48,"[176, 531, 540]"
26.000.07699/2017,00108841520175150046,54,48,"[176, 531, 540]"
26.000.07700/2017,00117138020165150094,54,47,"[138, 176, 531]"
26.000.07701/2017,00114049220175150007,54,47,"[138, 176, 531]"
26.000.07702/2017,00108625420175150046,54,48,"[176, 531, 540]"
26.000.07708/2018,00121776220175150129,54,51,"[50, 63, 96, 436, 507, 511, 527, 705]"
26.000.07747/2018,00125661620175150010,54,50,"[63, 527, 531, 586, 706, 929]"
26.000.07755/2017,00103337620175150097,54,47,"[138, 176, 531]"
26.000.07756/2017,00107032020175150141,54,54,"[414, 527, 531, 621, 706]"
26.000.07758/2017,00108683620175150022,54,51,"[63, 436, 506, 508, 531, 621, 705, 929]"
26.000.07759/2017,00109147720175150134,54,47,"[138, 176, 531]"
26.000.07760/2017,00127759020165150051,53,51,"[57, 63, 65, 436, 508, 524, 621, 705, 706]"
26.000.07761/2017,00108582220175150012,54,998,"[50, 340, 531, 617, 716]"
26.000.07766/2018,00105187420185150099,54,61,"[20, 24, 531]"
26.000.07800/2018,00132710720175150077,54,75,"[63, 508, 531]"
26.000.07801/2018,00132633020175150077,54,75,"[63, 508, 531]"
26.000.07855/2017,00103042120175150131,54,46,"[63, 506, 531, 929]"
26.000.07864/2018,00124732720175150051,54,78,"[53, 414, 531]"
26.000.07887/2018,00117774220175150131,54,46,"[63, 531, 929]"
26.000.07889/2018,00122278520175150130,54,58,"[63, 506, 508, 531, 705, 709]"
26.000.07890/2018,00120615920175150128,54,75,"[20, 508, 531]"
26.000.07891/2018,00119888720175150128,54,50,"[63, 409, 527, 531, 586, 621, 705, 706, 929]"
26.000.07892/2018,00119381020175150145,54,51,"[63, 436, 506, 508, 531, 705, 929]"
26.000.07893/2018,00123866320175150086,54,51,"[63, 436, 531]"
26.000.07894/2018,00129804420175150097,54,47,"[50, 138, 176, 531]"
26.000.07896/2018,00105864720175150135,54,76,"[20, 53, 121, 417, 507]"
